time,geo,kpi_orders,kpi_revenue,revenue_per_kpi,population,paid_search_impressions,paid_search_spend,shopping_impressions,shopping_spend,paid_social_impressions,paid_social_spend,organic_sessions,consumer_sentiment_index,competitor_discount_index,music_center_promo
2025-01-13,FL,848,241636.51,284.95,22900000,298886,2178.27,151161,1088.36,184861,2092.36,7312,99.78,0.1598,0
2025-01-13,NY,862,245351.71,284.63,19600000,303036,2219.01,155664,1120.78,217287,2451.52,7572,100.22,0.1642,0
2025-01-20,CA,1137,336119.21,295.62,39000000,399521,2877.4,199993,1439.95,268770,3047.51,9920,101.503,0.1301,0
2025-01-20,TX,962,281830.98,292.96,30500000,341963,2476.96,173301,1247.77,225509,2542.23,8610,101.904,0.1485,0
2025-01-20,FL,837,243105.22,290.45,22900000,273894,1980.23,140998,1015.19,195477,2215.65,7546,101.511,0.1568,0
2025-01-20,NY,867,252556.62,291.3,19600000,297236,2133.35,148686,1070.54,210906,2379.67,7725,101.163,0.1413,0
2025-01-27,CA,1094,313194.15,286.28,39000000,386170,2837.91,193085,1390.21,259966,2932.89,10720,102.136,0.151,0
2025-01-27,TX,954,271151.11,284.23,30500000,317455,2270.24,157045,1130.73,226232,2569.19,8491,101.831,0.1454,0
2025-01-27,FL,765,231002.32,301.96,22900000,257115,1876.79,149163,1073.98,201190,2263.48,7579,100.695,0.1185,0
2025-01-27,NY,784,230561.41,294.08,19600000,278253,2000.75,149504,1076.43,213196,2404.49,7236,100.855,0.1496,0
2025-02-03,CA,1087,324867.03,298.87,39000000,400736,2886.33,191275,1377.18,292315,3299.82,10421,100.507,0.1203,0
2025-02-03,TX,989,288154.99,291.36,30500000,327288,2432.76,149094,1073.47,222899,2528.09,8304,100.393,0.1326,0
2025-02-03,FL,815,246357.58,302.28,22900000,258923,1886.87,138182,994.91,199810,2261.98,7797,101.63,0.1194,0
2025-02-03,NY,817,237735.83,290.99,19600000,276862,2018.08,142897,1028.86,210167,2368.6,7253,101.469,0.1299,0
2025-02-10,CA,1185,343584.97,289.95,39000000,416220,3019.35,208894,1504.04,261602,2958.64,10232,102.498,0.1132,0
2025-02-10,TX,969,293992.3,303.4,30500000,344715,2499.24,169438,1219.95,226871,2576.9,8866,101.276,0.1148,0
2025-02-10,FL,867,259690.35,299.53,22900000,295031,2159.83,143050,1029.96,194204,2205.25,7075,101.887,0.1098,0
2025-02-10,NY,852,257275.51,301.97,19600000,267376,1935.99,140146,1009.05,211278,2373.86,7524,102.79,0.1209,0
2025-02-17,CA,1175,347926.11,296.11,39000000,383443,2787.34,184450,1328.04,297279,3361.0,11172,102.122,0.1094,0
2025-02-17,TX,924,265482.64,287.32,30500000,330424,2413.54,172312,1240.65,226646,2567.28,9398,102.113,0.0885,0
2025-02-17,FL,897,264972.87,295.4,22900000,287060,2083.97,160365,1154.63,206663,2342.04,7254,102.615,0.1156,0
2025-02-17,NY,904,267529.24,295.94,19600000,289643,2137.56,143124,1030.49,202245,2299.21,7484,102.464,0.0852,0
2025-02-24,CA,1142,331602.19,290.37,39000000,402316,2930.55,193448,1392.83,264476,2994.66,10197,102.89,0.0678,0
2025-02-24,TX,1021,294230.18,288.18,30500000,366207,2674.92,163368,1176.25,228519,2594.0,9201,100.945,0.0883,0
2025-02-24,FL,816,239575.03,293.6,22900000,294452,2170.42,133276,959.59,207536,2338.72,7204,100.859,0.088,0
2025-02-24,NY,869,253987.82,292.28,19600000,317252,2291.18,166735,1200.49,192155,2169.27,8220,102.462,0.0722,0
2025-03-03,CA,1198,356095.64,297.24,39000000,366131,2646.71,226517,1630.92,273083,3103.94,11422,102.675,0.0785,0
2025-03-03,TX,1010,294742.23,291.82,30500000,354878,2579.46,175324,1262.33,230317,2612.28,9138,102.665,0.0626,0
2025-03-03,FL,835,249419.57,298.71,22900000,309020,2258.22,160352,1154.54,200937,2271.4,7574,101.31,0.0739,0
2025-03-03,NY,924,273810.18,296.33,19600000,313427,2307.57,149660,1077.55,214769,2419.34,8075,101.459,0.0868,0
2025-03-10,CA,1182,353265.67,298.87,39000000,371014,2676.88,224525,1616.58,294596,3331.57,11033,102.768,0.0824,0
2025-03-10,TX,1005,292257.9,290.8,30500000,310411,2249.54,190044,1368.32,226762,2580.35,8886,102.023,0.0864,0
2025-03-10,FL,884,258273.72,292.16,22900000,313973,2284.4,146139,1052.2,199660,2267.31,8040,102.639,0.0611,0
2025-03-10,NY,879,264334.24,300.72,19600000,312633,2278.05,157771,1135.95,207203,2347.36,7572,101.965,0.0807,0
2025-03-17,CA,1100,311536.89,283.22,39000000,429815,3126.06,201345,1449.69,297749,3378.44,11283,102.292,0.0684,0
2025-03-17,TX,988,278968.66,282.36,30500000,346666,2558.9,186196,1340.61,235219,2676.12,9375,103.495,0.0598,0
2025-03-17,FL,843,249925.52,296.47,22900000,303083,2221.26,159259,1146.67,197306,2221.56,7804,102.78,0.0682,0
2025-03-17,NY,939,280711.07,298.95,19600000,304114,2260.58,162818,1172.29,228233,2581.35,8286,102.3,0.0702,0
2025-03-24,CA,1222,344044.02,281.54,39000000,409232,2964.38,229156,1649.92,305342,3438.45,10687,103.137,0.0652,0
2025-03-24,TX,1049,299807.36,285.8,30500000,345010,2528.09,173307,1247.81,248724,2815.02,9298,102.671,0.0865,0
2025-03-24,FL,833,235414.57,282.61,22900000,289174,2137.72,160368,1154.65,197423,2231.03,7490,102.438,0.0523,0
2025-03-24,NY,882,250268.53,283.75,19600000,285898,2086.89,141839,1021.24,212824,2391.43,7779,102.14,0.0661,0
2025-03-31,CA,1492,419762.33,281.34,39000000,475970,3497.18,248601,1789.93,352231,3985.58,12006,101.611,0.0767,1
2025-03-31,TX,1220,358644.94,293.97,30500000,404693,2940.95,203212,1463.13,268542,3016.22,10038,103.539,0.0607,1
2025-03-31,FL,996,291632.74,292.8,22900000,303549,2200.6,144595,1041.08,228021,2575.88,8903,103.553,0.0653,1
2025-03-31,NY,1105,315156.58,285.21,19600000,338555,2462.62,166710,1200.31,243444,2739.55,9164,103.27,0.09,1
2025-04-07,CA,1218,350188.63,287.51,39000000,431872,3180.06,187214,1347.94,290765,3275.8,10853,101.678,0.0651,0
2025-04-07,TX,956,281045.6,293.98,30500000,337734,2400.17,178363,1284.22,226600,2572.44,8605,103.126,0.0831,0
2025-04-07,FL,876,248937.82,284.18,22900000,265993,1947.49,161926,1165.87,198840,2259.07,7778,102.627,0.0949,0
2025-04-07,NY,846,246315.61,291.15,19600000,305911,2213.55,143332,1031.99,212792,2402.89,8000,102.848,0.0771,0
2025-04-14,CA,1212,345126.3,284.76,39000000,392732,2840.23,222678,1603.28,293932,3324.2,11559,101.307,0.0843,0
2025-04-14,TX,965,280695.24,290.88,30500000,351939,2518.15,175338,1262.43,233150,2638.32,9088,103.384,0.0872,0
2025-04-14,FL,839,240406.83,286.54,22900000,300691,2158.65,160883,1158.36,201756,2288.29,7748,101.235,0.0794,0
2025-04-14,NY,893,252860.57,283.16,19600000,300313,2178.36,155116,1116.83,199628,2259.39,7596,102.691,0.0973,0
2025-04-21,CA,1195,328036.66,274.51,39000000,413089,2970.93,198958,1432.5,270516,3071.16,11313,102.738,0.0843,0
2025-04-21,TX,1034,284432.22,275.08,30500000,353102,2600.3,185315,1334.27,247680,2792.71,9270,101.383,0.1044,0
2025-04-21,FL,869,246558.14,283.73,22900000,286224,2043.55,153396,1104.45,182084,2057.4,7634,102.316,0.0829,0
2025-04-21,NY,875,243626.17,278.43,19600000,269240,1961.91,163703,1178.66,211260,2389.41,8487,101.929,0.0798,0
2025-04-28,CA,1214,349060.13,287.53,39000000,410866,2997.54,188644,1358.24,289620,3256.35,11584,103.049,0.0896,0
2025-04-28,TX,1034,300014.92,290.15,30500000,363726,2644.89,162350,1168.92,217865,2476.03,8886,102.107,0.103,0
2025-04-28,FL,794,229630.99,289.21,22900000,280108,2070.94,153467,1104.96,190178,2154.42,7528,101.603,0.122,0
2025-04-28,NY,899,252090.77,280.41,19600000,297570,2158.3,135460,975.31,223465,2527.02,8426,101.599,0.1041,0
2025-05-05,CA,1250,343374.55,274.7,39000000,429347,3123.23,221713,1596.33,292101,3294.78,10264,101.188,0.1311,0
2025-05-05,TX,1006,284067.12,282.37,30500000,329786,2415.42,181356,1305.76,247991,2809.06,9233,103.126,0.1014,0
2025-05-05,FL,868,240390.61,276.95,22900000,295475,2118.08,156054,1123.59,197967,2248.39,7411,102.728,0.1327,0
2025-05-05,NY,857,245346.75,286.29,19600000,291510,2111.0,150215,1081.55,218205,2451.82,7851,102.154,0.1205,0
2025-05-12,CA,1195,331886.05,277.73,39000000,436380,3166.48,230029,1656.21,300433,3393.56,11003,102.104,0.1176,0
2025-05-12,TX,983,282948.71,287.84,30500000,332350,2379.54,190514,1371.7,238051,2684.52,9335,101.677,0.1349,0
2025-05-12,FL,872,249989.14,286.68,22900000,280919,2003.97,135201,973.45,219645,2482.58,7393,100.777,0.1263,0
2025-05-12,NY,869,249195.49,286.76,19600000,307544,2236.31,140308,1010.22,192666,2187.9,7663,101.101,0.1452,0
2025-05-19,CA,1211,348762.54,288.0,39000000,402278,2969.05,228141,1642.62,255431,2892.28,10323,100.688,0.1478,0
2025-05-19,TX,998,281883.91,282.45,30500000,351248,2581.82,176093,1267.87,224669,2530.85,9177,101.162,0.1463,0
2025-05-19,FL,837,236824.54,282.94,22900000,288032,2089.98,140198,1009.43,203057,2298.77,7217,102.153,0.1308,0
2025-05-19,NY,877,241071.05,274.88,19600000,301309,2159.27,149697,1077.82,209141,2363.05,8317,101.188,0.1239,0
2025-05-26,CA,1151,319938.63,277.97,39000000,423690,3085.24,191456,1378.48,275814,3113.9,10466,101.967,0.1713,0
2025-05-26,TX,979,280185.19,286.2,30500000,350166,2558.96,156206,1124.68,229744,2593.47,9450,101.062,0.1643,0
2025-05-26,FL,802,231862.77,289.11,22900000,285247,2112.49,127560,918.43,205372,2311.39,7861,102.505,0.1438,0
2025-05-26,NY,868,245830.91,283.22,19600000,290795,2136.09,136925,985.86,207234,2358.4,7752,100.185,0.1443,0
2025-06-02,CA,1148,331825.23,289.05,39000000,400943,2970.0,183437,1320.74,283862,3213.08,10794,101.057,0.142,0
2025-06-02,TX,1007,277148.34,275.22,30500000,342392,2472.15,154353,1111.34,229367,2587.23,8941,99.93,0.1618,0
2025-06-02,FL,847,231147.71,272.9,22900000,298590,2174.05,159983,1151.87,193174,2189.75,7449,100.97,0.1613,0
2025-06-02,NY,926,262612.34,283.6,19600000,292350,2162.18,159923,1151.45,190163,2155.03,7885,102.093,0.1578,0
2025-06-09,CA,1210,339737.64,280.77,39000000,408683,2963.83,186215,1340.75,256842,2918.27,11022,100.193,0.153,0
2025-06-09,TX,977,277071.13,283.59,30500000,324623,2369.5,169348,1219.3,242514,2751.23,8473,101.429,0.1486,0
2025-06-09,FL,868,252852.62,291.3,22900000,284290,2033.81,138588,997.84,202795,2279.61,7758,100.311,0.1779,0
2025-06-09,NY,880,250006.63,284.1,19600000,278118,2037.28,133221,959.19,192055,2168.5,8006,101.688,0.1734,0
2025-06-16,CA,1159,334977.1,289.02,39000000,383604,2776.03,213493,1537.15,284096,3189.49,10847,100.129,0.178,0
2025-06-16,TX,969,268306.16,276.89,30500000,331219,2374.16,146843,1057.27,236490,2667.0,9275,100.112,0.1591,0
2025-06-16,FL,831,239278.28,287.94,22900000,269229,1942.74,141813,1021.05,195656,2212.66,7071,100.022,0.1795,0
2025-06-16,NY,839,237927.44,283.58,19600000,292844,2170.46,159180,1146.09,205246,2310.51,7667,100.705,0.1869,0
2025-06-23,CA,1179,327210.7,277.53,39000000,430254,3138.68,190705,1373.08,280431,3169.21,10467,100.513,0.1886,0
2025-06-23,TX,938,273320.0,291.39,30500000,311707,2263.88,174980,1259.86,219667,2490.76,8280,100.828,0.1883,0
2025-06-23,FL,811,237032.05,292.27,22900000,272583,1999.34,146917,1057.8,192419,2186.07,7197,100.002,0.1791,0
2025-06-23,NY,943,266306.44,282.4,19600000,296429,2124.24,146681,1056.11,196355,2216.14,7397,99.323,0.1578,0
2025-06-30,CA,1365,383341.64,280.84,39000000,453875,3271.18,199812,1438.64,276265,3114.61,11020,99.549,0.1793,1
2025-06-30,TX,1134,319654.48,281.88,30500000,363200,2660.82,201765,1452.71,233530,2631.76,8864,98.967,0.1654,1
2025-06-30,FL,1004,294037.01,292.87,22900000,306788,2271.66,162358,1168.98,220268,2486.33,8461,99.544,0.1578,1
2025-06-30,NY,1040,306218.69,294.44,19600000,312310,2262.9,162473,1169.81,222283,2506.3,7948,100.859,0.1618,1
2025-07-07,CA,1083,319537.02,295.05,39000000,375706,2780.91,172275,1240.38,254760,2871.28,10234,100.423,0.1428,0
2025-07-07,TX,936,278792.85,297.86,30500000,306426,2249.11,167582,1206.59,227561,2564.52,8262,99.209,0.1412,0
2025-07-07,FL,773,220369.5,285.08,22900000,257472,1852.5,123441,888.78,209177,2366.46,7330,99.852,0.1419,0
2025-07-07,NY,783,226012.37,288.65,19600000,262255,1887.1,137130,987.33,194152,2203.44,7738,100.437,0.1696,0
2025-07-14,CA,1144,332321.69,290.49,39000000,365029,2672.08,197794,1424.11,281616,3184.9,10442,100.592,0.1357,0
2025-07-14,TX,948,274533.21,289.59,30500000,339719,2456.94,168204,1211.07,230202,2605.12,8198,98.799,0.1661,0
2025-07-14,FL,791,225903.85,285.59,22900000,267840,1937.33,134481,968.27,197060,2221.42,6852,99.427,0.1637,0
2025-07-14,NY,877,258065.68,294.26,19600000,302339,2186.0,147316,1060.67,198214,2234.66,7495,100.219,0.1716,0
2025-07-21,CA,1102,332415.51,301.65,39000000,345930,2519.4,206616,1487.64,252814,2874.9,9813,98.746,0.1428,0
2025-07-21,TX,897,255592.59,284.94,30500000,315248,2277.03,157625,1134.9,219087,2470.7,8561,98.163,0.1302,0
2025-07-21,FL,776,221324.77,285.21,22900000,255432,1877.09,125119,900.85,187958,2117.82,7515,99.022,0.1627,0
2025-07-21,NY,876,253042.0,288.86,19600000,274144,2022.62,155784,1121.64,186877,2129.87,7686,99.793,0.1251,0
2025-07-28,CA,1151,345423.11,300.11,39000000,396497,2887.63,175495,1263.57,283406,3201.59,9933,98.405,0.1324,0
2025-07-28,TX,972,280182.93,288.25,30500000,307138,2258.58,145405,1046.92,209493,2367.94,8008,98.361,0.1144,0
2025-07-28,FL,846,254940.42,301.35,22900000,263640,1885.54,136509,982.86,204234,2306.63,6885,99.197,0.1188,0
2025-07-28,NY,790,237854.51,301.08,19600000,254664,1860.47,151886,1093.58,189132,2139.85,7531,99.549,0.126,0
2025-08-04,CA,1293,389412.47,301.17,39000000,414796,3040.76,227271,1636.35,301019,3392.63,10721,99.666,0.1171,0
2025-08-04,TX,1038,299323.12,288.37,30500000,335041,2410.45,189684,1365.73,238925,2708.9,9084,99.011,0.1121,0
2025-08-04,FL,911,268803.46,295.06,22900000,300461,2147.57,166264,1197.1,212238,2395.9,7692,97.952,0.1137,0
2025-08-04,NY,905,264925.75,292.74,19600000,332031,2406.45,137827,992.35,211310,2390.4,8003,99.592,0.103,0
2025-08-11,CA,1208,360619.27,298.53,39000000,410458,3014.86,210383,1514.76,294934,3318.83,10863,97.724,0.0957,0
2025-08-11,TX,1000,287745.26,287.75,30500000,332495,2435.38,168564,1213.66,241954,2737.61,9211,97.786,0.1009,0
2025-08-11,FL,889,256525.28,288.55,22900000,309343,2247.89,135269,973.94,204620,2316.46,7592,97.545,0.1113,0
2025-08-11,NY,878,263995.97,300.68,19600000,337126,2450.01,140883,1014.36,210582,2364.19,7850,99.589,0.1264,0
2025-08-18,CA,1186,358607.03,302.37,39000000,413343,3006.51,235175,1693.26,306630,3465.15,11302,98.283,0.103,0
2025-08-18,TX,977,284977.79,291.69,30500000,356977,2601.8,154862,1115.01,227668,2566.49,8609,99.222,0.0905,0
2025-08-18,FL,765,227110.29,296.88,22900000,274307,2005.32,133416,960.59,211095,2398.23,8151,98.156,0.1017,0
2025-08-18,NY,873,255359.54,292.51,19600000,301038,2219.04,172613,1242.81,208693,2368.77,8493,98.749,0.1059,0
2025-08-25,CA,1123,332431.0,296.02,39000000,373157,2697.5,199288,1434.87,308165,3479.47,11013,98.711,0.0746,0
2025-08-25,TX,998,303292.02,303.9,30500000,324941,2391.06,188275,1355.58,240589,2716.93,9255,97.343,0.0939,0
2025-08-25,FL,900,264854.57,294.28,22900000,315648,2289.63,146016,1051.32,211586,2384.36,7514,98.398,0.098,0
2025-08-25,NY,922,269561.85,292.37,19600000,304356,2250.13,163021,1173.75,210291,2366.64,8114,97.66,0.0868,0
2025-09-01,CA,1178,346302.1,293.97,39000000,405578,2890.04,199253,1434.62,275178,3124.71,10181,98.652,0.0777,0
2025-09-01,TX,1026,293735.35,286.29,30500000,345526,2513.86,166698,1200.22,235480,2663.81,8706,97.458,0.0618,0
2025-09-01,FL,839,238519.65,284.29,22900000,278086,2026.72,158556,1141.6,196964,2221.71,7974,96.73,0.0717,0
2025-09-01,NY,904,263833.42,291.85,19600000,325057,2366.05,167241,1204.13,225926,2554.26,8329,97.464,0.0591,0
2025-09-08,CA,1162,347504.41,299.06,39000000,412531,2997.51,230314,1658.26,270446,3061.0,11372,97.701,0.0758,0
2025-09-08,TX,980,293653.35,299.65,30500000,299487,2177.29,182701,1315.44,215449,2430.15,9589,96.839,0.0722,0
2025-09-08,FL,832,241160.87,289.86,22900000,275278,2001.15,154757,1114.25,201728,2283.51,7943,97.614,0.0723,0
2025-09-08,NY,858,245811.88,286.49,19600000,273737,1988.07,167003,1202.42,213330,2406.12,8025,97.255,0.0798,0
2025-09-15,CA,1219,355209.51,291.39,39000000,392886,2824.47,225366,1622.63,279397,3176.54,10859,96.726,0.0858,0
2025-09-15,TX,1048,297000.94,283.4,30500000,330918,2393.48,183135,1318.57,232479,2618.41,8666,97.295,0.0891,0
2025-09-15,FL,829,244452.93,294.88,22900000,315183,2280.02,163838,1179.63,192684,2176.67,7642,98.713,0.0852,0
2025-09-15,NY,891,266530.75,299.14,19600000,275856,1991.65,168922,1216.24,218813,2473.62,7714,98.54,0.0681,0
2025-09-22,CA,1183,344493.88,291.2,39000000,390381,2814.45,194719,1401.98,293202,3328.63,10894,98.654,0.0539,0
2025-09-22,TX,1035,305066.15,294.75,30500000,336580,2444.18,184676,1329.67,238235,2680.53,8464,96.751,0.0692,0
2025-09-22,FL,790,229426.23,290.41,22900000,293288,2168.52,150111,1080.8,196390,2221.79,7546,98.397,0.0799,0
2025-09-22,NY,871,251168.45,288.37,19600000,304784,2220.55,168943,1216.39,208430,2349.98,8303,97.827,0.0898,0
2025-09-29,CA,1392,401980.56,288.78,39000000,454124,3324.66,204964,1475.74,300964,3409.03,12000,97.587,0.0827,1
2025-09-29,TX,1184,347422.31,293.43,30500000,342033,2496.45,185163,1333.17,270885,3048.06,9579,97.487,0.0831,1
2025-09-29,FL,1051,296860.84,282.46,22900000,326092,2373.9,167314,1204.66,219864,2494.22,8354,97.118,0.0666,1
2025-09-29,NY,1091,321103.85,294.32,19600000,350676,2555.19,162355,1168.96,215455,2431.69,9316,96.911,0.0839,1
2025-10-06,CA,1061,309163.61,291.39,39000000,370504,2728.17,192883,1388.76,242812,2734.63,9097,98.407,0.0816,0
2025-10-06,TX,936,271973.11,290.57,30500000,308497,2214.67,139580,1004.98,215112,2427.06,7828,97.342,0.0815,0
2025-10-06,FL,794,223699.15,281.74,22900000,283951,2066.38,133226,959.23,190477,2153.77,6829,98.177,0.0912,0
2025-10-06,NY,761,212732.06,279.54,19600000,266346,1965.66,126194,908.6,187626,2114.23,6876,96.457,0.0795,0
2025-10-13,CA,1003,281970.39,281.13,39000000,346319,2542.29,178260,1283.47,245461,2797.41,9141,96.487,0.0952,0
2025-10-13,TX,908,259715.72,286.03,30500000,327942,2383.24,147544,1062.31,197157,2234.67,8132,96.952,0.0715,0
2025-10-13,FL,762,210094.25,275.71,22900000,259977,1866.55,140331,1010.38,190653,2156.79,7107,98.405,0.0693,0
2025-10-13,NY,757,209697.8,277.01,19600000,266816,1924.89,125218,901.57,184856,2097.37,7324,98.666,0.0669,0
2025-10-20,CA,1111,309854.45,278.9,39000000,381072,2741.55,169695,1221.8,256676,2910.06,10333,96.927,0.0892,0
2025-10-20,TX,863,241589.24,279.94,30500000,283247,2045.18,147400,1061.28,224863,2539.17,7831,97.774,0.0927,0
2025-10-20,FL,776,220204.09,283.77,22900000,263302,1950.16,133997,964.77,187026,2115.97,6584,97.023,0.1031,0
2025-10-20,NY,783,222633.43,284.33,19600000,276737,1995.44,142992,1029.55,179662,2035.36,6768,96.924,0.0967,0
2025-10-27,CA,1060,302477.18,285.36,39000000,352943,2534.54,180569,1300.1,258738,2935.55,9508,97.96,0.1023,0
2025-10-27,TX,896,246117.26,274.68,30500000,307803,2223.32,145254,1045.83,207618,2351.32,8131,98.878,0.0925,0
2025-10-27,FL,816,232521.73,284.95,22900000,279290,2026.89,131726,948.42,175348,1975.5,7012,98.271,0.1277,0
2025-10-27,NY,803,225687.1,281.05,19600000,267195,1945.78,139676,1005.67,181392,2049.72,7380,97.518,0.1029,0
2025-11-03,CA,1361,382301.72,280.9,39000000,429129,3115.01,262714,1891.54,323532,3650.29,12757,97.176,0.1316,0
2025-11-03,TX,1199,330700.44,275.81,30500000,427508,3111.91,218798,1575.35,264491,2982.69,10952,97.173,0.1131,0
2025-11-03,FL,942,256462.83,272.25,22900000,328832,2387.59,180683,1300.91,224258,2547.36,8867,98.093,0.1016,0
2025-11-03,NY,1031,298369.92,289.4,19600000,375796,2749.63,166180,1196.5,253729,2877.75,9299,97.78,0.1069,0
2025-11-10,CA,1371,392871.42,286.56,39000000,474019,3485.43,241745,1740.57,344879,3887.93,13486,97.444,0.1206,0
2025-11-10,TX,1153,316996.92,274.93,30500000,428033,3135.47,215506,1551.65,277637,3137.1,10309,98.442,0.1178,0
2025-11-10,FL,1031,287133.61,278.5,22900000,361735,2652.96,177256,1276.24,231150,2627.39,8761,97.751,0.1178,0
2025-11-10,NY,997,287272.53,288.14,19600000,350651,2583.8,180807,1301.81,243511,2753.23,9640,97.408,0.1455,0
2025-11-17,CA,1441,395517.78,274.47,39000000,474731,3398.6,251053,1807.58,343771,3897.25,13116,97.705,0.1484,0
2025-11-17,TX,1220,339799.33,278.52,30500000,380982,2751.93,200743,1445.35,264474,3006.69,10652,99.218,0.1239,0
2025-11-17,FL,1053,300724.82,285.59,22900000,351408,2536.7,195422,1407.04,244454,2749.76,9670,99.479,0.1439,0
2025-11-17,NY,1075,292459.48,272.06,19600000,339699,2484.7,201714,1452.34,236251,2668.35,9365,98.529,0.1571,0
2025-11-24,CA,1614,447120.89,277.03,39000000,501470,3678.59,251734,1812.48,368213,4178.72,13731,99.812,0.1333,1
2025-11-24,TX,1382,400505.37,289.8,30500000,455534,3323.24,248481,1789.06,306182,3451.96,12501,99.832,0.1498,1
2025-11-24,FL,1256,356738.04,284.03,22900000,397530,2914.37,213767,1539.13,283149,3199.34,9942,97.729,0.1362,1
2025-11-24,NY,1219,332332.92,272.63,19600000,393274,2846.24,190569,1372.1,255585,2892.17,10695,99.407,0.1557,1
2025-12-01,CA,1563,448025.41,286.64,39000000,505284,3671.22,296936,2137.94,350057,3968.68,14413,98.246,0.1523,0
2025-12-01,TX,1308,369525.05,282.51,30500000,444004,3207.04,243350,1752.12,326672,3679.47,11462,98.179,0.1499,0
2025-12-01,FL,1123,312316.25,278.11,22900000,405014,2957.39,211326,1521.55,247130,2803.12,9689,97.735,0.1446,0
2025-12-01,NY,1114,322048.7,289.09,19600000,360959,2610.06,176821,1273.11,269057,3043.28,10650,98.448,0.1771,0
2025-12-08,CA,1608,451094.32,280.53,39000000,564050,4124.77,293923,2116.25,379890,4298.79,15146,98.716,0.1779,0
2025-12-08,TX,1283,362563.79,282.59,30500000,406746,2938.15,220714,1589.14,310266,3498.74,11883,98.948,0.1708,0
2025-12-08,FL,1116,324435.9,290.71,22900000,382696,2729.83,208398,1500.47,260701,2948.16,10036,98.397,0.1837,0
2025-12-08,NY,1176,332534.85,282.77,19600000,401779,2953.19,208734,1502.89,300275,3402.58,10506,98.384,0.169,0
2025-12-15,CA,1517,419120.06,276.28,39000000,541829,3906.37,289134,2081.76,344968,3921.1,15293,99.26,0.1511,0
2025-12-15,TX,1301,374811.43,288.09,30500000,443412,3263.61,239362,1723.4,313343,3532.43,11747,99.205,0.1504,0
2025-12-15,FL,1151,327713.95,284.72,22900000,391254,2872.94,215206,1549.48,273704,3082.78,10316,98.731,0.183,0
2025-12-15,NY,1242,363012.31,292.28,19600000,437142,3183.89,200437,1443.15,277109,3127.99,10084,99.227,0.1875,0
2025-12-22,CA,1611,464070.73,288.06,39000000,500811,3657.18,266271,1917.15,397213,4491.42,14361,100.799,0.1571,0
2025-12-22,TX,1310,364248.91,278.05,30500000,444727,3258.11,225231,1621.66,324519,3685.1,12346,98.827,0.1625,0
2025-12-22,FL,1158,339664.83,293.32,22900000,384484,2849.55,197936,1425.14,264675,2992.56,10842,100.462,0.1664,0
2025-12-22,NY,1179,344532.43,292.22,19600000,416342,3029.8,196922,1417.84,268744,3045.63,11438,98.569,0.1809,0
2025-12-29,CA,1869,549163.64,293.83,39000000,616552,4551.08,290798,2093.75,458809,5188.59,16397,100.09,0.1723,1
2025-12-29,TX,1544,452418.97,293.02,30500000,474251,3451.17,262047,1886.74,357810,4046.77,12913,98.872,0.1828,1
2025-12-29,FL,1363,390336.09,286.38,22900000,436942,3170.34,215206,1549.49,336581,3805.49,10900,99.321,0.1602,1
2025-12-29,NY,1410,398435.61,282.58,19600000,438844,3211.45,247157,1779.53,330991,3736.63,11276,100.52,0.1703,1
2026-01-05,CA,1199,336284.28,280.47,39000000,429604,3100.75,200536,1443.86,306709,3463.96,10311,100.039,0.1736,0
2026-01-05,TX,969,274985.03,283.78,30500000,332108,2458.17,156118,1124.05,233778,2635.85,8737,99.789,0.1615,0
2026-01-05,FL,831,246355.49,296.46,22900000,296820,2184.71,132713,955.53,206519,2332.39,7801,100.405,0.1531,0
2026-01-05,NY,846,249141.98,294.49,19600000,321732,2329.94,154362,1111.41,208369,2357.46,7826,99.85,0.1558,0
2026-01-12,CA,1187,350013.03,294.87,39000000,438326,3194.87,213413,1536.57,279348,3168.85,11490,100.68,0.1526,0
2026-01-12,TX,1006,285566.28,283.86,30500000,348259,2490.61,183217,1319.16,257197,2901.67,9439,101.002,0.1708,0
2026-01-12,FL,839,246137.05,293.37,22900000,264959,1915.04,140711,1013.12,210396,2361.41,7354,101.624,0.1346,0
2026-01-12,NY,879,249461.31,283.8,19600000,315597,2288.69,141345,1017.68,211118,2386.84,7837,100.706,0.171,0
2026-01-19,CA,1172,337659.1,288.11,39000000,395821,2898.68,218332,1571.99,271823,3085.54,10866,100.311,0.1439,0
2026-01-19,TX,1027,306976.3,298.91,30500000,342281,2458.44,188390,1356.41,246489,2787.56,9491,100.766,0.14,0
2026-01-19,FL,872,252290.74,289.32,22900000,299855,2219.71,167567,1206.48,201616,2274.75,7990,100.388,0.1329,0
2026-01-19,NY,915,260446.88,284.64,19600000,309928,2294.34,158093,1138.27,195946,2225.46,7759,101.426,0.1238,0
2026-01-26,CA,1208,362276.82,299.9,39000000,416712,3005.57,199465,1436.15,291066,3305.55,10617,101.316,0.1503,0
2026-01-26,TX,1044,310456.48,297.37,30500000,381851,2789.09,156257,1125.05,265358,3002.82,8920,102.123,0.1174,0
2026-01-26,FL,880,256373.84,291.33,22900000,294449,2141.92,158086,1138.22,213014,2393.95,7582,100.196,0.1334,0
2026-01-26,NY,910,267366.35,293.81,19600000,293320,2110.41,160800,1157.76,224924,2545.41,8459,101.098,0.1408,0
2026-02-02,CA,1233,363007.55,294.41,39000000,380224,2759.85,241078,1735.76,277956,3163.91,10775,102.406,0.1111,0
